insee,nom,segment,source,region,dept
12202,Rodez,ville_moyenne,seed_100,Occitanie,12
14118,Caen,ville_moyenne,seed_100,Normandie,14
18033,Bourges,ville_moyenne,seed_100,Centre-Val de Loire,18
19031,Brive-la-Gaillarde,ville_moyenne,seed_100,Nouvelle-Aquitaine,19
23096,Gueret,rurale_calme,seed_100,Nouvelle-Aquitaine,23
24037,Bergerac,ville_moyenne,seed_100,Nouvelle-Aquitaine,24
27229,Evreux,ville_moyenne,seed_100,Normandie,27
28085,Chartres,ville_moyenne,seed_100,Centre-Val de Loire,28
32013,Auch,rurale_calme,seed_100,Occitanie,32
36044,Chateauroux,ville_moyenne,seed_100,Centre-Val de Loire,36
41018,Blois,ville_moyenne,seed_100,Centre-Val de Loire,41
48095,Mende,rurale_calme,seed_100,Occitanie,48
53130,Laval,ville_moyenne,seed_100,Pays de la Loire,53
55029,Bar-le-Duc,rurale_calme,seed_100,Grand Est,55
58194,Nevers,ville_moyenne,seed_100,Bourgogne-Franche-Comté,58
61001,Alencon,ville_moyenne,seed_100,Normandie,61
70550,Vesoul,rurale_calme,seed_100,Bourgogne-Franche-Comté,70
71270,Macon,ville_moyenne,seed_100,Bourgogne-Franche-Comté,71
74010,Annecy,ville_moyenne,seed_100,Auvergne-Rhône-Alpes,74
81004,Albi,ville_moyenne,seed_100,Occitanie,81
82121,Montauban,ville_moyenne,seed_100,Occitanie,82
84007,Avignon,ville_moyenne,seed_100,Provence-Alpes-Côte d'Azur,84
89024,Auxerre,ville_moyenne,seed_100,Bourgogne-Franche-Comté,89
75115,Paris 15e Arrondissement,grande_ville,population,Île-de-France,75
75120,Paris 20e Arrondissement,grande_ville,population,Île-de-France,75
75118,Paris 18e Arrondissement,grande_ville,population,Île-de-France,75
75119,Paris 19e Arrondissement,grande_ville,population,Île-de-France,75
75113,Paris 13e Arrondissement,grande_ville,population,Île-de-France,75
75117,Paris 17e Arrondissement,grande_ville,population,Île-de-France,75
75116,Paris 16e Arrondissement,grande_ville,population,Île-de-France,75
13001,Aix-en-Provence,grande_ville,population,Provence-Alpes-Côte d'Azur,13
75111,Paris 11e Arrondissement,grande_ville,population,Île-de-France,75
75112,Paris 12e Arrondissement,grande_ville,population,Île-de-France,75
75114,Paris 14e Arrondissement,grande_ville,population,Île-de-France,75
93048,Montreuil,grande_ville,population,Île-de-France,93
95018,Argenteuil,grande_ville,population,Île-de-France,95
69383,Lyon 3e Arrondissement,grande_ville,population,Auvergne-Rhône-Alpes,69
94081,Vitry-sur-Seine,grande_ville,population,Île-de-France,94
94028,Créteil,grande_ville,population,Île-de-France,94
13213,Marseille 13e Arrondissement,grande_ville,population,Provence-Alpes-Côte d'Azur,13
93001,Aubervilliers,grande_ville,population,Île-de-France,93
92004,Asnières-sur-Seine,grande_ville,population,Île-de-France,92
92025,Colombes,grande_ville,population,Île-de-France,92
69388,Lyon 8e Arrondissement,grande_ville,population,Auvergne-Rhône-Alpes,69
93005,Aulnay-sous-Bois,grande_ville,population,Île-de-France,93
69387,Lyon 7e Arrondissement,grande_ville,population,Auvergne-Rhône-Alpes,69
78646,Versailles,grande_ville,population,Île-de-France,78
75110,Paris 10e Arrondissement,grande_ville,population,Île-de-France,75
13208,Marseille 8e Arrondissement,grande_ville,population,Provence-Alpes-Côte d'Azur,13
92026,Courbevoie,grande_ville,population,Île-de-France,92
34032,Béziers,grande_ville,population,Occitanie,34
13215,Marseille 15e Arrondissement,grande_ville,population,Provence-Alpes-Côte d'Azur,13
92063,Rueil-Malmaison,grande_ville,population,Île-de-France,92
50129,Cherbourg-en-Cotentin,grande_ville,population,Normandie,50
94017,Champigny-sur-Marne,grande_ville,population,Île-de-France,94
13209,Marseille 9e Arrondissement,grande_ville,population,Provence-Alpes-Côte d'Azur,13
33281,Mérignac,grande_ville,population,Nouvelle-Aquitaine,33
94068,Saint-Maur-des-Fossés,grande_ville,population,Île-de-France,94
93029,Drancy,grande_ville,population,Île-de-France,93
93051,Noisy-le-Grand,grande_ville,population,Île-de-France,93
92040,Issy-les-Moulineaux,grande_ville,population,Île-de-France,92
95127,Cergy,grande_ville,population,Île-de-France,95
92044,Levallois-Perret,grande_ville,population,Île-de-France,92
33318,Pessac,grande_ville,population,Nouvelle-Aquitaine,33
69259,Vénissieux,grande_ville,population,Auvergne-Rhône-Alpes,69
91228,Évry-Courcouronnes,grande_ville,population,Île-de-France,91
92024,Clichy,grande_ville,population,Île-de-France,92
26362,Valence,grande_ville,population,Auvergne-Rhône-Alpes,26
94041,Ivry-sur-Seine,grande_ville,population,Île-de-France,94
29232,Quimper,grande_ville,population,Bretagne,29
92002,Antony,grande_ville,population,Île-de-France,92
13212,Marseille 12e Arrondissement,grande_ville,population,Provence-Alpes-Côte d'Azur,13
10387,Troyes,grande_ville,population,Grand Est,10
83126,La Seyne-sur-Mer,grande_ville,population,Provence-Alpes-Côte d'Azur,83
59009,Villeneuve-d'Ascq,grande_ville,population,Hauts-de-France,59
93055,Pantin,grande_ville,population,Île-de-France,93
13214,Marseille 14e Arrondissement,grande_ville,population,Provence-Alpes-Côte d'Azur,13
73065,Chambéry,grande_ville,population,Auvergne-Rhône-Alpes,73
79191,Niort,grande_ville,population,Nouvelle-Aquitaine,79
92051,Neuilly-sur-Seine,grande_ville,population,Île-de-France,92
13210,Marseille 10e Arrondissement,grande_ville,population,Provence-Alpes-Côte d'Azur,13
75109,Paris 9e Arrondissement,grande_ville,population,Île-de-France,75
95585,Sarcelles,grande_ville,population,Île-de-France,95
93007,Le Blanc-Mesnil,grande_ville,population,Île-de-France,93
94046,Maisons-Alfort,grande_ville,population,Île-de-France,94
13211,Marseille 11e Arrondissement,grande_ville,population,Provence-Alpes-Côte d'Azur,13
94076,Villejuif,grande_ville,population,Île-de-France,94
83061,Fréjus,grande_ville,population,Provence-Alpes-Côte d'Azur,83
75105,Paris 5e Arrondissement,grande_ville,population,Île-de-France,75
60057,Beauvais,grande_ville,population,Hauts-de-France,60
11262,Narbonne,grande_ville,population,Occitanie,11
77284,Meaux,grande_ville,population,Île-de-France,77
85191,La Roche-sur-Yon,grande_ville,population,Pays de la Loire,85
92023,Clamart,grande_ville,population,Île-de-France,92
56260,Vannes,grande_ville,population,Bretagne,56
77108,Chelles,grande_ville,population,Île-de-France,77
49099,Cholet,grande_ville,population,Pays de la Loire,49
93031,Épinay-sur-Seine,grande_ville,population,Île-de-France,93
93070,Saint-Ouen-sur-Seine,grande_ville,population,Île-de-France,93
13203,Marseille 3e Arrondissement,grande_ville,population,Provence-Alpes-Côte d'Azur,13
02691,Saint-Quentin,grande_ville,population,Hauts-de-France,02
93010,Bondy,grande_ville,population,Île-de-France,93
69389,Lyon 9e Arrondissement,grande_ville,population,Auvergne-Rhône-Alpes,69
64102,Bayonne,grande_ville,population,Nouvelle-Aquitaine,64
91174,Corbeil-Essonnes,grande_ville,population,Île-de-France,91
06027,Cagnes-sur-Mer,grande_ville,population,Provence-Alpes-Côte d'Azur,06
69256,Vaulx-en-Velin,grande_ville,population,Auvergne-Rhône-Alpes,69
69386,Lyon 6e Arrondissement,grande_ville,population,Auvergne-Rhône-Alpes,69
93071,Sevran,grande_ville,population,Île-de-France,93
94033,Fontenay-sous-Bois,grande_ville,population,Île-de-France,94
78586,Sartrouville,grande_ville,population,Île-de-France,78
91377,Massy,grande_ville,population,Île-de-France,91
13004,Arles,grande_ville,population,Provence-Alpes-Côte d'Azur,13
13204,Marseille 4e Arrondissement,grande_ville,population,Provence-Alpes-Côte d'Azur,13
44162,Saint-Herblain,grande_ville,population,Pays de la Loire,44
92036,Gennevilliers,grande_ville,population,Île-de-France,92
92073,Suresnes,grande_ville,population,Île-de-France,92
69290,Saint-Priest,grande_ville,population,Auvergne-Rhône-Alpes,69
94080,Vincennes,grande_ville,population,Île-de-France,94
69385,Lyon 5e Arrondissement,grande_ville,population,Auvergne-Rhône-Alpes,69
06069,Grasse,grande_ville,population,Provence-Alpes-Côte d'Azur,06
75107,Paris 7e Arrondissement,grande_ville,population,Île-de-France,75
92049,Montrouge,grande_ville,population,Île-de-France,92
13005,Aubagne,grande_ville,population,Provence-Alpes-Côte d'Azur,13
93027,La Courneuve,grande_ville,population,Île-de-France,93
92048,Meudon,grande_ville,population,Île-de-France,92
94022,Choisy-le-Roi,grande_ville,population,Île-de-France,94
93053,Noisy-le-Sec,grande_ville,population,Île-de-France,93
93046,Livry-Gargan,grande_ville,population,Île-de-France,93
93064,Rosny-sous-Bois,grande_ville,population,Île-de-France,93
13205,Marseille 5e Arrondissement,grande_ville,population,Provence-Alpes-Côte d'Azur,13
33522,Talence,grande_ville,population,Nouvelle-Aquitaine,33
90010,Belfort,grande_ville,population,Bourgogne-Franche-Comté,90
94002,Alfortville,grande_ville,population,Île-de-France,94
71076,Chalon-sur-Saône,grande_ville,population,Bourgogne-Franche-Comté,71
13103,Salon-de-Provence,grande_ville,population,Provence-Alpes-Côte d'Azur,13
13047,Istres,grande_ville,population,Provence-Alpes-Côte d'Azur,13
78361,Mantes-la-Jolie,grande_ville,population,Île-de-France,78
78551,Saint-Germain-en-Laye,grande_ville,population,Île-de-France,78
22278,Saint-Brieuc,grande_ville,population,Bretagne,22
65440,Tarbes,grande_ville,population,Occitanie,65
30007,Alès,grande_ville,population,Occitanie,30
51108,Châlons-en-Champagne,grande_ville,population,Grand Est,51
92007,Bagneux,grande_ville,population,Île-de-France,92
92062,Puteaux,grande_ville,population,Île-de-France,92
69034,Caluire-et-Cuire,grande_ville,population,Auvergne-Rhône-Alpes,69
69029,Bron,grande_ville,population,Auvergne-Rhône-Alpes,69
44143,Rezé,grande_ville,population,Pays de la Loire,44
59606,Valenciennes,grande_ville,population,Hauts-de-France,59
95268,Garges-lès-Gonesse,grande_ville,population,Île-de-France,95
81065,Castres,grande_ville,population,Occitanie,81
62041,Arras,grande_ville,population,Hauts-de-France,62
77288,Melun,grande_ville,population,Île-de-France,77
06030,Le Cannet,grande_ville,population,Provence-Alpes-Côte d'Azur,06
64024,Anglet,grande_ville,population,Nouvelle-Aquitaine,64
16015,Angoulême,grande_ville,population,Nouvelle-Aquitaine,16
62160,Boulogne-sur-Mer,grande_ville,population,Hauts-de-France,62
59650,Wattrelos,grande_ville,population,Hauts-de-France,59
33550,Villenave-d'Ornon,grande_ville,population,Nouvelle-Aquitaine,33
26198,Montélimar,grande_ville,population,Auvergne-Rhône-Alpes,26
60159,Compiègne,grande_ville,population,Hauts-de-France,60
93072,Stains,grande_ville,population,Île-de-France,93
75106,Paris 6e Arrondissement,grande_ville,population,Île-de-France,75
93032,Gagny,grande_ville,population,Île-de-France,93
31149,Colomiers,grande_ville,population,Occitanie,31
78498,Poissy,grande_ville,population,Île-de-France,78
83050,Draguignan,grande_ville,population,Provence-Alpes-Côte d'Azur,83
59178,Douai,grande_ville,population,Hauts-de-France,59
13206,Marseille 6e Arrondissement,grande_ville,population,Provence-Alpes-Côte d'Azur,13
13201,Marseille 1er Arrondissement,grande_ville,population,Provence-Alpes-Côte d'Azur,13
93006,Bagnolet,grande_ville,population,Île-de-France,93
59378,Marcq-en-Barœul,grande_ville,population,Hauts-de-France,59
93078,Villepinte,grande_ville,population,Île-de-France,93
38421,Saint-Martin-d'Hères,grande_ville,population,Auvergne-Rhône-Alpes,38
77373,Pontault-Combault,grande_ville,population,Île-de-France,77
37122,Joué-lès-Tours,grande_ville,population,Centre-Val de Loire,37
74012,Annemasse,grande_ville,population,Auvergne-Rhône-Alpes,74
93050,Neuilly-sur-Marne,grande_ville,population,Île-de-France,93
95252,Franconville,grande_ville,population,Île-de-France,95
91589,Savigny-sur-Orge,grande_ville,population,Île-de-France,91
93073,Tremblay-en-France,grande_ville,population,Île-de-France,93
74281,Thonon-les-Bains,grande_ville,population,Auvergne-Rhône-Alpes,74
13028,La Ciotat,grande_ville,population,Provence-Alpes-Côte d'Azur,13
38468,Salaise-sur-Sanne,industrielle_portuaire,industrie_Auvergne-Rhône-Alpes,Auvergne-Rhône-Alpes,38
21355,Longvic,industrielle_portuaire,industrie_Bourgogne-Franche-Comté,Bourgogne-Franche-Comté,21
35281,Saint-Jacques-de-la-Lande,industrielle_portuaire,industrie_Bretagne,Bretagne,35
18050,La Chapelle-Saint-Ursin,industrielle_portuaire,industrie_Centre-Val de Loire,Centre-Val de Loire,18
2B120,Furiani,industrielle_portuaire,industrie_Corse,Corse,2B
57606,Saint-Avold,industrielle_portuaire,industrie_Grand Est,Grand Est,57
59271,Grande-Synthe,industrielle_portuaire,industrie_Hauts-de-France,Hauts-de-France,59
76322,Le Grand-Quevilly,industrielle_portuaire,industrie_Normandie,Normandie,76
64410,Mourenx,industrielle_portuaire,industrie_Nouvelle-Aquitaine,Nouvelle-Aquitaine,64
31433,Portet-sur-Garonne,industrielle_portuaire,industrie_Occitanie,Occitanie,31
72008,Arnage,industrielle_portuaire,industrie_Pays de la Loire,Pays de la Loire,72
13077,Port-de-Bouc,industrielle_portuaire,industrie_Provence-Alpes-Côte d'Azur,Provence-Alpes-Côte d'Azur,13
92078,Villeneuve-la-Garenne,industrielle_portuaire,industrie_Île-de-France,Île-de-France,92
69271,Chassieu,industrielle_portuaire,industrie_Auvergne-Rhône-Alpes,Auvergne-Rhône-Alpes,69
71154,Crissey,industrielle_portuaire,industrie_Bourgogne-Franche-Comté,Bourgogne-Franche-Comté,71
35352,Vern-sur-Seiche,industrielle_portuaire,industrie_Bretagne,Bretagne,35
37233,Saint-Pierre-des-Corps,industrielle_portuaire,industrie_Centre-Val de Loire,Centre-Val de Loire,37
2B220,Piedigriggio,industrielle_portuaire,industrie_Corse,Corse,2B
57336,L'Hôpital,industrielle_portuaire,industrie_Grand Est,Grand Est,57
59028,Auby,industrielle_portuaire,industrie_Hauts-de-France,Hauts-de-France,59
76533,Rogerville,industrielle_portuaire,industrie_Normandie,Normandie,76
64418,Noguères,industrielle_portuaire,industrie_Nouvelle-Aquitaine,Nouvelle-Aquitaine,64
31293,Lespinasse,industrielle_portuaire,industrie_Occitanie,Occitanie,31
72189,Marolles-les-Braults,industrielle_portuaire,industrie_Pays de la Loire,Pays de la Loire,72
13078,Port-Saint-Louis-du-Rhône,industrielle_portuaire,industrie_Provence-Alpes-Côte d'Azur,Provence-Alpes-Côte d'Azur,13
93039,L'Île-Saint-Denis,industrielle_portuaire,industrie_Île-de-France,Île-de-France,93
38317,Le Pont-de-Claix,industrielle_portuaire,industrie_Auvergne-Rhône-Alpes,Auvergne-Rhône-Alpes,38
21713,Vonges,industrielle_portuaire,industrie_Bourgogne-Franche-Comté,Bourgogne-Franche-Comté,21
22136,Loudéac,industrielle_portuaire,industrie_Bretagne,Bretagne,22
45252,Pithiviers,industrielle_portuaire,industrie_Centre-Val de Loire,Centre-Val de Loire,45
2A006,Alata,industrielle_portuaire,industrie_Corse,Corse,2A
57123,Carling,industrielle_portuaire,industrie_Grand Est,Grand Est,57
59286,Haubourdin,industrielle_portuaire,industrie_Hauts-de-France,Hauts-de-France,59
76489,Oudalle,industrielle_portuaire,industrie_Normandie,Normandie,76
64431,Os-Marsillon,industrielle_portuaire,industrie_Nouvelle-Aquitaine,Nouvelle-Aquitaine,64
12305,Viviez,industrielle_portuaire,industrie_Occitanie,Occitanie,12
44103,Montoir-de-Bretagne,industrielle_portuaire,industrie_Pays de la Loire,Pays de la Loire,44
84092,Le Pontet,industrielle_portuaire,industrie_Provence-Alpes-Côte d'Azur,Provence-Alpes-Côte d'Azur,84
92009,Bois-Colombes,industrielle_portuaire,industrie_Île-de-France,Île-de-France,92
69100,Irigny,industrielle_portuaire,industrie_Auvergne-Rhône-Alpes,Auvergne-Rhône-Alpes,69
21261,Fauverney,industrielle_portuaire,industrie_Bourgogne-Franche-Comté,Bourgogne-Franche-Comté,21
35131,L'Hermitage,industrielle_portuaire,industrie_Bretagne,Bretagne,35
45308,Semoy,industrielle_portuaire,industrie_Centre-Val de Loire,Centre-Val de Loire,45
2B148,Lucciana,industrielle_portuaire,industrie_Corse,Corse,2B
57303,Hauconcourt,industrielle_portuaire,industrie_Grand Est,Grand Est,57
59234,Flers-en-Escrebieux,industrielle_portuaire,industrie_Hauts-de-France,Hauts-de-France,59
76498,Le Petit-Quevilly,industrielle_portuaire,industrie_Normandie,Normandie,76
64443,Pardies,industrielle_portuaire,industrie_Nouvelle-Aquitaine,Nouvelle-Aquitaine,64
30004,Aigues-Vives,industrielle_portuaire,industrie_Occitanie,Occitanie,30
72364,Vaas,industrielle_portuaire,industrie_Pays de la Loire,Pays de la Loire,72
13081,Rognac,industrielle_portuaire,industrie_Provence-Alpes-Côte d'Azur,Provence-Alpes-Côte d'Azur,13
95572,Saint-Ouen-l'Aumône,industrielle_portuaire,industrie_Île-de-France,Île-de-France,95
69142,La Mulatière,industrielle_portuaire,industrie_Auvergne-Rhône-Alpes,Auvergne-Rhône-Alpes,69
21452,Neuilly-Crimolois,industrielle_portuaire,industrie_Bourgogne-Franche-Comté,Bourgogne-Franche-Comté,21
29302,Pont-de-Buis-lès-Quimerch,industrielle_portuaire,industrie_Bretagne,Bretagne,29
45284,Saint-Jean-de-Braye,industrielle_portuaire,industrie_Centre-Val de Loire,Centre-Val de Loire,45
2B059,Canavaggia,industrielle_portuaire,industrie_Corse,Corse,2B
68154,Illzach,industrielle_portuaire,industrie_Grand Est,Grand Est,68
59359,Loon-Plage,industrielle_portuaire,industrie_Hauts-de-France,Hauts-de-France,59
76660,Sandouville,industrielle_portuaire,industrie_Normandie,Normandie,76
33032,Bassens,industrielle_portuaire,industrie_Nouvelle-Aquitaine,Nouvelle-Aquitaine,33
31084,Boussens,industrielle_portuaire,industrie_Occitanie,Occitanie,31
44074,Indre,industrielle_portuaire,industrie_Pays de la Loire,Pays de la Loire,44
13014,Berre-l'Étang,industrielle_portuaire,industrie_Provence-Alpes-Côte d'Azur,Provence-Alpes-Côte d'Azur,13
95555,Saint-Gratien,industrielle_portuaire,industrie_Île-de-France,Île-de-France,95
69204,Saint-Genis-Laval,industrielle_portuaire,industrie_Auvergne-Rhône-Alpes,Auvergne-Rhône-Alpes,69
25197,Deluz,industrielle_portuaire,industrie_Bourgogne-Franche-Comté,Bourgogne-Franche-Comté,25
22202,Plévin,industrielle_portuaire,industrie_Bretagne,Bretagne,22
37273,La Ville-aux-Dames,industrielle_portuaire,industrie_Centre-Val de Loire,Centre-Val de Loire,37
2B346,Vescovato,industrielle_portuaire,industrie_Corse,Corse,2B
57582,Richemont,industrielle_portuaire,industrie_Grand Est,Grand Est,57
59156,Courchelettes,industrielle_portuaire,industrie_Hauts-de-France,Hauts-de-France,59
76157,Canteleu,industrielle_portuaire,industrie_Normandie,Normandie,76
64003,Abidos,industrielle_portuaire,industrie_Nouvelle-Aquitaine,Nouvelle-Aquitaine,64
31169,Escalquens,industrielle_portuaire,industrie_Occitanie,Occitanie,31
49215,Montreuil-Bellay,industrielle_portuaire,industrie_Pays de la Loire,Pays de la Loire,49
04112,Manosque,industrielle_portuaire,industrie_Provence-Alpes-Côte d'Azur,Provence-Alpes-Côte d'Azur,04
77123,Compans,industrielle_portuaire,industrie_Île-de-France,Île-de-France,77
69273,Corbas,industrielle_portuaire,industrie_Auvergne-Rhône-Alpes,Auvergne-Rhône-Alpes,69
25267,Gennes,industrielle_portuaire,industrie_Bourgogne-Franche-Comté,Bourgogne-Franche-Comté,25
35093,Dinard,industrielle_portuaire,industrie_Bretagne,Bretagne,35
41091,Fossé,industrielle_portuaire,industrie_Centre-Val de Loire,Centre-Val de Loire,41
2B343,Venzolasca,industrielle_portuaire,industrie_Corse,Corse,2B
57765,Diesen,industrielle_portuaire,industrie_Grand Est,Grand Est,57
59654,Waziers,industrielle_portuaire,industrie_Hauts-de-France,Hauts-de-France,59
76497,Petit-Couronne,industrielle_portuaire,industrie_Normandie,Normandie,76
16102,Cognac,industrielle_portuaire,industrie_Nouvelle-Aquitaine,Nouvelle-Aquitaine,16
46029,Biars-sur-Cère,industrielle_portuaire,industrie_Occitanie,Occitanie,46
49015,Avrillé,industrielle_portuaire,industrie_Pays de la Loire,Pays de la Loire,49
06010,Le Bar-sur-Loup,industrielle_portuaire,industrie_Provence-Alpes-Côte d'Azur,Provence-Alpes-Côte d'Azur,06
78124,Carrières-sur-Seine,industrielle_portuaire,industrie_Île-de-France,Île-de-France,78
38298,Le Péage-de-Roussillon,industrielle_portuaire,industrie_Auvergne-Rhône-Alpes,Auvergne-Rhône-Alpes,38
21233,Drambon,industrielle_portuaire,industrie_Bourgogne-Franche-Comté,Bourgogne-Franche-Comté,21
35065,La Chapelle-Thouarault,industrielle_portuaire,industrie_Bretagne,Bretagne,35
45030,Beaune-la-Rolande,industrielle_portuaire,industrie_Centre-Val de Loire,Centre-Val de Loire,45
2B169,Morosaglia,industrielle_portuaire,industrie_Corse,Corse,2B
57550,Porcelette,industrielle_portuaire,industrie_Grand Est,Grand Est,57
59288,Haulchin,industrielle_portuaire,industrie_Hauts-de-France,Hauts-de-France,59
76341,Harfleur,industrielle_portuaire,industrie_Normandie,Normandie,76
64117,Bésingrand,industrielle_portuaire,industrie_Nouvelle-Aquitaine,Nouvelle-Aquitaine,64
82123,Montbartier,industrielle_portuaire,industrie_Occitanie,Occitanie,82
49067,Chenillé-Champteussé,industrielle_portuaire,industrie_Pays de la Loire,Pays de la Loire,49
13054,Marignane,industrielle_portuaire,industrie_Provence-Alpes-Côte d'Azur,Provence-Alpes-Côte d'Azur,13
91027,Athis-Mons,industrielle_portuaire,industrie_Île-de-France,Île-de-France,91
38344,Roussillon,industrielle_portuaire,industrie_Auvergne-Rhône-Alpes,Auvergne-Rhône-Alpes,38
39189,Damparis,industrielle_portuaire,industrie_Bourgogne-Franche-Comté,Bourgogne-Franche-Comté,39
35241,La Richardais,industrielle_portuaire,industrie_Bretagne,Bretagne,35
41276,Villebarou,industrielle_portuaire,industrie_Centre-Val de Loire,Centre-Val de Loire,41
2B337,Valle-di-Rostino,industrielle_portuaire,industrie_Corse,Corse,2B
57647,Serémange-Erzange,industrielle_portuaire,industrie_Grand Est,Grand Est,57
59360,Loos,industrielle_portuaire,industrie_Hauts-de-France,Hauts-de-France,59
76282,Freneuse,industrielle_portuaire,industrie_Normandie,Normandie,76
64396,Mont,industrielle_portuaire,industrie_Nouvelle-Aquitaine,Nouvelle-Aquitaine,64
11266,Port-la-Nouvelle,industrielle_portuaire,industrie_Occitanie,Occitanie,11
72003,Allonnes,industrielle_portuaire,industrie_Pays de la Loire,Pays de la Loire,72
13102,Saint-Victoret,industrielle_portuaire,industrie_Provence-Alpes-Côte d'Azur,Provence-Alpes-Côte d'Azur,13
